Date,Open,High,Low,Close,Adj Close,Volume
2023-08-04,1368.900024,1385.900024,1362.000000,1378.349976,1353.111084,5712345
2023-08-07,1387.900024,1395.000000,1377.000000,1393.000000,1367.492920,3729093
2023-08-08,1392.849976,1393.550049,1384.400024,1390.199951,1364.744019,4161877
2023-08-09,1384.000000,1396.000000,1382.500000,1394.400024,1368.867310,4090828
2023-08-10,1391.599976,1395.800049,1385.599976,1389.099976,1363.664307,3873025
2023-08-11,1392.000000,1396.849976,1367.050049,1371.849976,1346.730103,5783517
2023-08-14,1371.849976,1395.000000,1365.599976,1393.550049,1368.032959,4304135
2023-08-16,1410.800049,1419.949951,1405.400024,1418.500000,1392.525879,7735313
2023-08-17,1420.000000,1420.000000,1406.000000,1411.550049,1385.703247,5618346
2023-08-18,1403.699951,1408.699951,1386.150024,1388.800049,1363.369873,5134103
2023-08-21,1389.750000,1407.000000,1387.150024,1405.400024,1379.665771,3032722
2023-08-22,1404.699951,1406.050049,1396.650024,1403.750000,1378.046021,2890714
2023-08-23,1416.000000,1416.599976,1405.650024,1407.949951,1382.169067,2559125
2023-08-24,1421.500000,1425.050049,1414.449951,1423.599976,1397.532593,5171963
2023-08-25,1413.000000,1422.500000,1411.400024,1420.099976,1394.096680,4307172
2023-08-28,1420.099976,1424.800049,1411.400024,1415.650024,1389.728149,3133464
2023-08-29,1424.000000,1424.400024,1415.300049,1417.650024,1391.691528,3074444
2023-08-30,1427.000000,1436.650024,1424.000000,1435.150024,1408.871094,3070887
2023-08-31,1435.150024,1444.900024,1428.650024,1435.449951,1409.165527,9792735
2023-09-01,1430.949951,1446.000000,1428.199951,1443.849976,1417.411743,3582133
2023-09-04,1443.000000,1470.000000,1434.699951,1465.099976,1438.272705,4609014
2023-09-05,1465.000000,1480.050049,1456.500000,1478.900024,1451.819946,5496840
2023-09-06,1481.900024,1482.900024,1463.300049,1477.449951,1450.396484,5075786
2023-09-07,1470.599976,1473.400024,1462.050049,1466.199951,1439.352417,4411743
2023-09-08,1463.500000,1474.750000,1460.199951,1469.599976,1442.690186,3125838
2023-09-11,1469.599976,1478.050049,1464.500000,1476.449951,1449.414795,4182226
2023-09-12,1482.500000,1504.000000,1477.099976,1501.099976,1473.613403,6793161
2023-09-13,1505.000000,1505.000000,1488.650024,1498.349976,1470.913818,4804686
2023-09-14,1505.000000,1512.550049,1499.150024,1506.949951,1479.356201,6444213
2023-09-15,1518.000000,1518.400024,1509.000000,1511.599976,1483.921143,8657816
2023-09-18,1504.900024,1504.900024,1488.000000,1491.800049,1464.483765,3991916
2023-09-20,1476.199951,1495.099976,1476.199951,1490.250000,1462.962158,4169337
2023-09-21,1486.550049,1504.550049,1476.000000,1501.750000,1474.251587,6779195
2023-09-22,1491.900024,1506.949951,1485.199951,1496.150024,1468.754150,5455613
2023-09-25,1489.849976,1489.849976,1471.550049,1474.150024,1447.156982,4217863
2023-09-26,1479.150024,1479.900024,1459.000000,1460.650024,1433.904175,3996528
2023-09-27,1456.000000,1469.599976,1450.050049,1467.000000,1440.137817,3863586
2023-09-28,1467.900024,1472.599976,1435.000000,1439.449951,1413.092285,5814602
2023-09-29,1432.099976,1446.800049,1416.000000,1435.449951,1409.165527,6068968
2023-10-03,1436.050049,1437.000000,1420.300049,1434.000000,1407.742065,4181867
2023-10-04,1425.000000,1449.949951,1418.199951,1444.349976,1417.902588,4510406
2023-10-05,1452.000000,1475.650024,1450.199951,1463.449951,1436.652710,7384621
2023-10-06,1469.500000,1484.500000,1463.300049,1478.699951,1451.623535,3598672
2023-10-09,1464.900024,1491.000000,1462.199951,1475.449951,1448.432983,3567552
2023-10-10,1483.900024,1497.000000,1469.099976,1495.150024,1467.772461,5688951
2023-10-11,1497.000000,1518.250000,1481.449951,1494.400024,1467.036133,7220129
2023-10-12,1491.900024,1504.400024,1452.000000,1465.500000,1438.665283,11081662
2023-10-13,1405.000000,1438.000000,1400.000000,1431.150024,1404.944336,17973439
2023-10-16,1432.099976,1443.599976,1430.000000,1434.150024,1407.889404,4850745
2023-10-17,1440.250000,1453.349976,1438.050049,1442.449951,1416.037231,3923764
2023-10-18,1442.000000,1454.000000,1438.349976,1440.550049,1414.172241,4264837
2023-10-19,1426.099976,1439.650024,1426.099976,1433.650024,1407.398560,6795691
2023-10-20,1430.000000,1438.500000,1425.250000,1427.250000,1401.115723,3928622
2023-10-23,1425.599976,1432.349976,1405.250000,1408.650024,1382.856323,2636516
2023-10-25,1399.000000,1402.550049,1361.300049,1370.050049,1362.371704,6940777
2023-10-26,1355.050049,1374.000000,1353.099976,1359.449951,1351.831055,6357656
2023-10-27,1363.650024,1385.000000,1363.650024,1380.349976,1372.614014,4634358
2023-10-30,1380.349976,1380.349976,1363.099976,1377.050049,1369.332520,2667696
2023-10-31,1379.949951,1381.150024,1363.000000,1368.400024,1360.730957,3451595
2023-11-01,1373.050049,1377.449951,1351.650024,1354.150024,1346.560791,3090672
2023-11-02,1370.000000,1376.300049,1361.650024,1370.150024,1362.471191,3758060
2023-11-03,1380.050049,1392.000000,1377.750000,1389.050049,1381.265259,3349045
2023-11-06,1393.900024,1407.250000,1390.800049,1403.300049,1395.435425,2736381
2023-11-07,1400.000000,1405.900024,1394.849976,1404.300049,1396.429810,2272209
2023-11-08,1405.000000,1405.000000,1386.449951,1391.000000,1383.204346,3550635
2023-11-09,1395.900024,1397.500000,1370.050049,1374.800049,1367.095093,5498051
2023-11-10,1369.949951,1373.150024,1361.000000,1368.849976,1361.178467,2943649
2023-11-13,1379.849976,1382.449951,1370.849976,1373.550049,1365.852173,3462092
2023-11-15,1399.000000,1414.000000,1393.000000,1410.500000,1402.594971,8551860
2023-11-16,1416.099976,1453.400024,1410.599976,1444.900024,1436.802246,6673907
2023-11-17,1441.050049,1451.000000,1435.050049,1437.550049,1429.493408,4901251
2023-11-20,1442.000000,1452.000000,1433.650024,1436.599976,1428.548706,3584210
2023-11-21,1442.000000,1450.000000,1436.750000,1439.000000,1430.935303,3793135
2023-11-22,1436.199951,1458.949951,1436.199951,1457.800049,1449.630005,3108786
2023-11-23,1467.900024,1467.900024,1447.699951,1449.250000,1441.127808,3186928
2023-11-24,1445.550049,1452.650024,1433.849976,1437.400024,1429.344238,2973195
2023-11-28,1444.000000,1445.000000,1427.050049,1442.699951,1434.614502,3755373
2023-11-29,1451.099976,1460.699951,1449.800049,1459.599976,1451.419800,3875778
2023-11-30,1453.250000,1460.650024,1449.550049,1455.150024,1446.994751,10120867
2023-12-01,1459.900024,1459.900024,1446.150024,1452.300049,1444.160767,3489187
2023-12-04,1460.449951,1471.900024,1449.300049,1464.349976,1456.143188,5511948
2023-12-05,1465.800049,1466.900024,1442.000000,1453.949951,1445.801514,5123039
2023-12-06,1456.750000,1477.000000,1451.050049,1474.300049,1466.037476,5269178
2023-12-07,1472.849976,1472.849976,1461.800049,1465.900024,1457.684570,4424453
2023-12-08,1470.400024,1494.699951,1466.250000,1491.150024,1482.793091,6323433
2023-12-11,1490.000000,1498.000000,1482.000000,1488.500000,1480.157837,3862018
2023-12-12,1477.500000,1490.000000,1467.650024,1476.050049,1467.777710,6103494
2023-12-13,1476.000000,1476.050049,1433.150024,1449.000000,1440.879272,8549258
2023-12-14,1463.400024,1511.000000,1461.349976,1501.449951,1493.035278,12489858
2023-12-15,1523.050049,1588.550049,1521.000000,1578.400024,1569.554077,18395389
2023-12-18,1567.949951,1593.000000,1560.300049,1564.349976,1555.582764,6467243
2023-12-19,1570.099976,1573.949951,1543.250000,1558.300049,1549.566772,4221721
2023-12-20,1565.050049,1583.500000,1530.000000,1536.400024,1527.789429,6592367
2023-12-21,1521.250000,1546.650024,1521.250000,1536.000000,1527.391602,5319038
2023-12-22,1534.949951,1566.000000,1523.000000,1562.900024,1554.140869,6741060
2023-12-26,1535.000000,1548.000000,1523.000000,1543.949951,1535.297119,6878067
2023-12-27,1544.000000,1570.000000,1544.000000,1567.099976,1558.317383,4225849
2023-12-28,1568.949951,1568.949951,1555.000000,1562.650024,1553.892334,5702253
2023-12-29,1541.050049,1559.449951,1540.000000,1542.900024,1534.253052,4388990
2024-01-01,1539.000000,1557.000000,1535.250000,1551.349976,1542.655640,2808451
2024-01-02,1546.000000,1549.150024,1523.000000,1534.400024,1525.800659,5396313
2024-01-03,1519.949951,1519.949951,1488.000000,1490.000000,1481.649414,7550363
2024-01-04,1504.949951,1519.750000,1492.900024,1512.699951,1504.222168,7056038
2024-01-05,1506.750000,1539.699951,1506.250000,1532.550049,1523.961060,8895403
2024-01-08,1528.949951,1536.000000,1513.250000,1522.800049,1514.265747,4440136
2024-01-09,1541.900024,1553.000000,1525.849976,1529.300049,1520.729248,4412074
2024-01-10,1524.949951,1535.449951,1505.000000,1519.900024,1511.381958,4096845
2024-01-11,1524.900024,1525.000000,1486.599976,1494.199951,1485.825928,11296088
2024-01-12,1562.000000,1618.000000,1555.400024,1612.750000,1603.711548,26754401
2024-01-15,1644.949951,1664.949951,1636.000000,1652.099976,1642.840942,13228305
2024-01-16,1644.800049,1648.500000,1625.000000,1631.550049,1622.406250,6500917
2024-01-17,1620.250000,1647.500000,1620.250000,1640.199951,1631.007690,9209876
2024-01-18,1642.650024,1649.000000,1628.250000,1642.599976,1633.394165,6375464
2024-01-19,1651.599976,1665.500000,1644.150024,1659.199951,1649.901123,4522736
2024-01-23,1650.099976,1674.699951,1637.699951,1642.150024,1632.946777,9401255
2024-01-24,1659.900024,1680.000000,1645.000000,1675.400024,1666.010376,8999681
2024-01-25,1672.949951,1680.550049,1658.000000,1669.099976,1659.745728,8865304
2024-01-29,1665.150024,1679.349976,1647.599976,1656.599976,1647.315796,4253785
2024-01-30,1662.449951,1690.000000,1648.250000,1651.449951,1642.194580,4995943
2024-01-31,1648.250000,1667.250000,1638.099976,1660.900024,1651.591675,6763779
2024-02-01,1659.550049,1677.000000,1650.349976,1657.050049,1647.763306,5760011
2024-02-02,1666.050049,1718.500000,1665.000000,1693.349976,1683.859741,7858483
2024-02-05,1694.750000,1700.750000,1681.849976,1687.199951,1677.744263,3634135
2024-02-06,1686.750000,1733.000000,1673.949951,1729.449951,1719.757446,7694265
2024-02-07,1729.000000,1729.000000,1686.849976,1693.750000,1684.257568,4613877
2024-02-08,1698.000000,1706.349976,1682.800049,1692.099976,1682.616821,5919715
2024-02-09,1684.699951,1692.900024,1659.800049,1669.349976,1659.994263,4600004
2024-02-12,1670.349976,1692.949951,1670.349976,1680.099976,1670.684082,3555808
2024-02-13,1683.000000,1689.099976,1663.500000,1684.550049,1675.109131,2696481
2024-02-14,1660.199951,1669.449951,1635.500000,1666.199951,1656.861938,3768579
2024-02-15,1677.000000,1687.750000,1661.599976,1676.349976,1666.955078,4834391
2024-02-16,1689.000000,1709.000000,1687.949951,1701.650024,1692.113281,4880654
2024-02-19,1705.000000,1711.500000,1687.699951,1699.750000,1690.223999,3690993
2024-02-20,1685.000000,1694.250000,1668.750000,1685.250000,1675.805176,3706389
2024-02-21,1674.000000,1674.000000,1645.300049,1655.550049,1646.271729,4300508
2024-02-22,1665.000000,1684.599976,1644.400024,1681.349976,1671.927002,5841277
2024-02-23,1697.000000,1698.449951,1671.900024,1676.849976,1667.452271,5373072
2024-02-26,1674.949951,1674.949951,1645.000000,1660.150024,1650.845947,2782438
2024-02-27,1661.000000,1671.099976,1652.800049,1663.599976,1654.276489,5159088
2024-02-28,1670.000000,1687.800049,1662.050049,1671.250000,1661.883667,3188916
2024-02-29,1665.000000,1682.250000,1653.300049,1673.900024,1664.518799,7814722
2024-03-01,1669.000000,1671.949951,1651.000000,1654.699951,1645.426392,6387291
2024-03-04,1657.849976,1664.449951,1633.650024,1637.199951,1628.024414,4445156
2024-03-05,1634.000000,1637.349976,1602.000000,1606.500000,1597.496582,4596579
2024-03-06,1602.800049,1620.150024,1576.000000,1617.550049,1608.484619,6420684
2024-03-07,1616.599976,1628.449951,1604.199951,1616.449951,1607.390747,6348359
2024-03-11,1608.150024,1613.800049,1588.000000,1600.599976,1591.629639,6752895
2024-03-12,1600.000000,1625.000000,1597.650024,1612.949951,1603.910400,4614222
2024-03-13,1612.900024,1624.500000,1598.550049,1611.400024,1602.369141,5688997
2024-03-14,1614.400024,1657.750000,1608.000000,1653.300049,1644.034302,8803799
2024-03-15,1641.099976,1645.800049,1618.349976,1634.000000,1624.842407,11809997
2024-03-18,1630.000000,1632.650024,1598.849976,1602.650024,1593.668213,4958904
2024-03-19,1592.349976,1599.000000,1558.000000,1561.449951,1552.698975,6870411
2024-03-20,1563.000000,1574.949951,1552.349976,1554.949951,1546.235352,4759059
2024-03-21,1564.000000,1576.949951,1543.400024,1554.699951,1545.986816,11062497
2024-03-22,1521.000000,1528.900024,1498.199951,1508.849976,1500.393799,14673890
2024-03-26,1492.000000,1507.449951,1487.900024,1492.650024,1484.284668,8351081
2024-03-27,1496.000000,1499.000000,1481.550049,1483.849976,1475.533936,6857402
2024-03-28,1487.150024,1511.800049,1487.150024,1498.050049,1489.654419,12499530
2024-04-01,1525.000000,1529.949951,1492.800049,1495.449951,1487.068848,6580002
2024-04-02,1484.849976,1493.150024,1480.849976,1482.849976,1474.539551,7279400
2024-04-03,1479.000000,1495.099976,1475.000000,1480.650024,1472.351929,8736248
2024-04-04,1490.550049,1495.650024,1468.000000,1486.699951,1478.367920,11186915
2024-04-05,1480.050049,1486.699951,1476.050049,1479.099976,1470.810547,5072482
2024-04-08,1483.000000,1490.949951,1474.099976,1476.699951,1468.423950,6610887
2024-04-09,1490.000000,1513.800049,1487.300049,1494.849976,1486.472290,9423230
2024-04-10,1500.349976,1509.849976,1484.550049,1506.800049,1498.355347,6744595
2024-04-12,1504.000000,1506.800049,1479.500000,1484.750000,1476.428833,12275616
2024-04-15,1480.000000,1491.949951,1461.050049,1468.150024,1459.921997,8531224
2024-04-16,1451.000000,1455.150024,1413.050049,1414.449951,1406.522827,16173541
2024-04-18,1421.099976,1444.699951,1407.500000,1419.250000,1411.296021,22107945
2024-04-19,1385.000000,1426.849976,1378.750000,1411.250000,1403.340820,20603621
